TicketNumber,Latitude,Longitude,Zip,ClassificationType,Date,Time,Hour,CensusTract_2010,CensusBlock_2010,CountyName_2010,GEOID_2010,CensusTract_2010_ID,CensusTract_2010_NAME,CensusBlock_2010_ID,CensusBlock_2010_NAME
WL19012864,41.021,-73.69033,10573,M,10/30/2019,05:36 PM,05 PM,83.02,4003,Westchester County,361190083024003,8302,Census Tract 83.02,4003,Block 4003
WL19012922,40.93926,-73.77171,10804,M,11/01/2019,12:32 PM,12 PM,67,2003,Westchester County,361190067002003,6700,Census Tract 67,2003,Block 2003
WL19012951,40.93742,-73.83189,10708,M,11/02/2019,09:40 AM,09 AM,46,3000,Westchester County,361190046003000,4600,Census Tract 46,3000,Block 3000
WL19012982,40.99278,-73.80303,10583,M,11/02/2019,08:12 PM,08 PM,100,4035,Westchester County,361190100004035,10000,Census Tract 100,4035,Block 4035
WL19013082,40.93701,-73.7936,10804,M,11/05/2019,09:03 AM,09 AM,66,1004,Westchester County,361190066001004,6600,Census Tract 66,1004,Block 1004
WL19013103,41.00294,-73.66641,10573,M,11/05/2019,11:50 AM,11 AM,80,3009,Westchester County,361190080003009,8000,Census Tract 80,3009,Block 3009
WL19013114,41.06397,-73.83531,10591,M,11/05/2019,01:28 PM,01 PM,111.01,1009,Westchester County,361190111011009,11101,Census Tract 111.01,1009,Block 1009
WL19013187,41.00698,-73.78679,10583,M,11/06/2019,04:12 PM,04 PM,100,3011,Westchester County,361190100003011,10000,Census Tract 100,3011,Block 3011
WL19013199,40.96404,-73.79602,10804,M,11/06/2019,08:02 PM,08 PM,68.01,3042,Westchester County,361190068013042,6801,Census Tract 68.01,3042,Block 3042
WL19013256,41.30063,-73.7931,10598,M,11/08/2019,08:46 AM,08 AM,148.11,3012,Westchester County,361190148113012,14811,Census Tract 148.11,3012,Block 3012
WL19013329,40.93,-73.83491,10552,M,11/09/2019,01:47 PM,01 PM,45,1001,Westchester County,361190045001001,4500,Census Tract 45,1001,Block 1001
WL19013352,40.94836,-73.76624,10538,M,11/10/2019,04:33 PM,04 PM,70,4002,Westchester County,361190070004002,7000,Census Tract 70,4002,Block 4002
WL19013381,40.98076,-73.82313,10583,M,11/11/2019,12:22 PM,12 PM,21.05,1006,Westchester County,361190021051006,2105,Census Tract 21.05,1006,Block 1006
WL19013386,40.92811,-73.81738,10552,M,11/11/2019,12:47 PM,12 PM,44,1004,Westchester County,361190044001004,4400,Census Tract 44,1004,Block 1004
WL19013475,40.96344,-73.77793,10804,M,11/13/2019,12:56 PM,12 PM,68.02,2015,Westchester County,361190068022015,6802,Census Tract 68.02,2015,Block 2015
WL19013545,40.94275,-73.7558,10538,M,11/14/2019,02:02 PM,02 PM,69,3036,Westchester County,361190069003036,6900,Census Tract 69,3036,Block 3036
WL19013551,40.93964,-73.79897,10804,M,11/14/2019,02:24 PM,02 PM,68.02,4010,Westchester County,361190068024010,6802,Census Tract 68.02,4010,Block 4010
WL19013565,41.06463,-73.85417,10591,M,11/14/2019,05:15 PM,05 PM,114,2013,Westchester County,361190114002013,11400,Census Tract 114,2013,Block 2013
WL19013584,40.97318,-73.83593,10710,M,11/15/2019,07:41 AM,07 AM,21.01,3007,Westchester County,361190021013007,2101,Census Tract 21.01,3007,Block 3007
WL19013588,41.08435,-73.77727,10595,M,11/15/2019,09:13 AM,09 AM,119.02,2001,Westchester County,361190119022001,11902,Census Tract 119.02,2001,Block 2001
WL19013613,41.0648,-73.76655,10603,M,11/15/2019,11:46 AM,11 AM,123.01,1026,Westchester County,361190123011026,12301,Census Tract 123.01,1026,Block 1026
WL19013616,40.98191,-73.83191,10710,M,11/15/2019,12:26 PM,12 PM,21.01,1005,Westchester County,361190021011005,2101,Census Tract 21.01,1005,Block 1005
WL19013728,40.9279,-73.83229,10552,M,11/18/2019,10:34 AM,10 AM,44,3013,Westchester County,361190044003013,4400,Census Tract 44,3013,Block 3013
WL19013822,40.95447,-73.79823,10804,M,11/19/2019,10:31 PM,10 PM,68.02,3024,Westchester County,361190068023024,6802,Census Tract 68.02,3024,Block 3024
WL19013850,40.92999,-73.83491,10552,M,11/20/2019,11:51 AM,11 AM,45,1001,Westchester County,361190045001001,4500,Census Tract 45,1001,Block 1001
WL19013864,41.03663,-73.76512,10601,M,11/20/2019,03:02 PM,03 PM,89.01,5005,Westchester County,361190089015005,8901,Census Tract 89.01,5005,Block 5005
WL19013878,40.94588,-73.8919,10703,M,11/20/2019,06:57 PM,06 PM,6,4004,Westchester County,361190006004004,600,Census Tract 6,4004,Block 4004
WL19013899,40.92204,-73.78255,10801,M,11/21/2019,09:26 AM,09 AM,65,3000,Westchester County,361190065003000,6500,Census Tract 65,3000,Block 3000
WL19013904,40.96977,-73.69237,10580,M,11/21/2019,10:13 AM,10 AM,75,2002,Westchester County,361190075002002,7500,Census Tract 75,2002,Block 2002
WL19013907,40.91575,-73.79507,10801,M,11/21/2019,10:22 AM,10 AM,63,1004,Westchester County,361190063001004,6300,Census Tract 63,1004,Block 1004
WL19013921,40.98962,-73.72138,10528,M,11/21/2019,12:10 PM,12 PM,85,1030,Westchester County,361190085001030,8500,Census Tract 85,1030,Block 1030
WL19013950,40.97937,-73.67842,10580,M,11/21/2019,11:58 PM,11 PM,76,6001,Westchester County,361190076006001,7600,Census Tract 76,6001,Block 6001
WL19013973,40.91051,-73.8876,10705,M,11/22/2019,10:52 AM,10 AM,13.02,3000,Westchester County,361190013023000,1302,Census Tract 13.02,3000,Block 3000
WL19014004,41.01666,-73.6852,10573,M,11/23/2019,10:44 AM,10 AM,83.02,4007,Westchester County,361190083024007,8302,Census Tract 83.02,4007,Block 4007
WL19014022,41.20945,-73.73165,10549,M,11/23/2019,05:19 PM,05 PM,130,4026,Westchester County,361190130004026,13000,Census Tract 130,4026,Block 4026
WL19014155,41.07208,-73.8589,10591,M,11/25/2019,03:14 PM,03 PM,114,4018,Westchester County,361190114004018,11400,Census Tract 114,4018,Block 4018
WL19014157,40.91388,-73.87859,10705,M,11/25/2019,03:28 PM,03 PM,14.02,2005,Westchester County,361190014022005,1402,Census Tract 14.02,2005,Block 2005
WL19014191,40.94996,-73.84873,10710,M,11/26/2019,07:55 AM,07 AM,22.03,2004,Westchester County,361190022032004,2203,Census Tract 22.03,2004,Block 2004
WL19014202,41.13303,-73.83628,10510,M,11/26/2019,10:18 AM,10 AM,132.01,2036,Westchester County,361190132012036,13201,Census Tract 132.01,2036,Block 2036
WL19014203,41.18998,-73.87127,10562,M,11/26/2019,10:19 AM,10 AM,137,1000,Westchester County,361190137001000,13700,Census Tract 137,1000,Block 1000
WL19014222,40.93555,-73.79224,10804,M,11/26/2019,12:58 PM,12 PM,67,3043,Westchester County,361190067003043,6700,Census Tract 67,3043,Block 3043
WL19014235,41.00196,-73.87563,10706,M,11/26/2019,03:07 PM,03 PM,102,1006,Westchester County,361190102001006,10200,Census Tract 102,1006,Block 1006
WL19014309,40.97699,-73.77547,10583,M,11/28/2019,11:12 AM,11 AM,68.01,2003,Westchester County,361190068012003,6801,Census Tract 68.01,2003,Block 2003
WL19014447,40.96816,-73.80989,10709,M,12/03/2019,08:31 AM,08 AM,50.02,2011,Westchester County,361190050022011,5002,Census Tract 50.02,2011,Block 2011
WL19014479,40.99915,-73.88165,10706,M,12/03/2019,05:07 PM,05 PM,103,1004,Westchester County,361190103001004,10300,Census Tract 103,1004,Block 1004
WL19014493,40.9707,-73.78125,10804,M,12/04/2019,09:10 AM,09 AM,68.01,3009,Westchester County,361190068013009,6801,Census Tract 68.01,3009,Block 3009
WL19014498,40.94871,-73.69171,10580,M,12/04/2019,10:28 AM,10 AM,76,2021,Westchester County,361190076002021,7600,Census Tract 76,2021,Block 2021
WL19014500,40.97328,-73.72162,10528,M,12/04/2019,10:51 AM,10 AM,84.03,1010,Westchester County,361190084031010,8403,Census Tract 84.03,1010,Block 1010
WL19014504,41.00721,-73.87922,10522,P,12/04/2019,11:37 AM,11 AM,104,3010,Westchester County,361190104003010,10400,Census Tract 104,3010,Block 3010
WL19014544,40.98336,-73.72174,10528,M,12/04/2019,10:08 PM,10 PM,85,1033,Westchester County,361190085001033,8500,Census Tract 85,1033,Block 1033
WL19014549,40.90574,-73.79281,10801,M,12/05/2019,08:40 AM,08 AM,61,3000,Westchester County,361190061003000,6100,Census Tract 61,3000,Block 3000
WL19014551,41.12853,-73.70273,10504,M,12/05/2019,09:04 AM,09 AM,123.03,1007,Westchester County,361190123031007,12303,Census Tract 123.03,1007,Block 1007
WL19014570,40.97414,-73.8356,10710,P,12/05/2019,01:18 PM,01 PM,21.01,3008,Westchester County,361190021013008,2101,Census Tract 21.01,3008,Block 3008
WL19014571,40.94811,-73.77764,10804,M,12/05/2019,01:49 PM,01 PM,67,1008,Westchester County,361190067001008,6700,Census Tract 67,1008,Block 1008
WL19014586,41.3222,-73.77897,10598,P,12/06/2019,07:10 AM,07 AM,148.11,4005,Westchester County,361190148114005,14811,Census Tract 148.11,4005,Block 4005
WL19014611,40.99713,-73.88283,10706,M,12/06/2019,11:33 AM,11 AM,103,1004,Westchester County,361190103001004,10300,Census Tract 103,1004,Block 1004
WL19014613,41.02965,-73.78623,10606,P,12/06/2019,12:02 PM,12 PM,91,2008,Westchester County,361190091002008,9100,Census Tract 91,2008,Block 2008
WL19014614,40.94466,-73.8804,10701,M,12/06/2019,12:03 PM,12 PM,16,4011,Westchester County,361190016004011,1600,Census Tract 16,4011,Block 4011
WL19014623,40.93583,-73.79234,10804,M,12/06/2019,02:06 PM,02 PM,67,3043,Westchester County,361190067003043,6700,Census Tract 67,3043,Block 3043
WL19014631,40.9607,-73.68753,10580,P,12/06/2019,03:42 PM,03 PM,76,3007,Westchester County,361190076003007,7600,Census Tract 76,3007,Block 3007
WL19014643,41.00759,-73.87917,10522,M,12/07/2019,01:08 AM,01 AM,104,3010,Westchester County,361190104003010,10400,Census Tract 104,3010,Block 3010
WL19014644,40.92131,-73.78979,10801,M,12/07/2019,02:23 AM,02 AM,64,1006,Westchester County,361190064001006,6400,Census Tract 64,1006,Block 1006
WL19014656,41.0644,-73.76751,10603,P,12/07/2019,11:02 AM,11 AM,123.01,1025,Westchester County,361190123011025,12301,Census Tract 123.01,1025,Block 1025
XL18005966,40.81532,-73.9306,10451,M,05/14/2018,08:33 PM,08 PM,63,2031,Bronx County,360050063002031,6300,Census Tract 63,2031,Block 2031
XL19004681,40.91124,-73.9063,10471,M,04/10/2019,01:59 PM,01 PM,319,1006,Bronx County,360050319001006,31900,Census Tract 319,1006,Block 1006
XL19007996,40.81922,-73.90442,10456,M,06/23/2019,10:03 AM,10 AM,77,1006,Bronx County,360050077001006,7700,Census Tract 77,1006,Block 1006
XL19009240,40.88379,-73.85306,10466,M,07/20/2019,10:18 AM,10 AM,398,3001,Bronx County,360050398003001,39800,Census Tract 398,3001,Block 3001
XL19011962,40.82997,-73.86012,10472,P,09/16/2019,01:48 PM,01 PM,72,1003,Bronx County,360050072001003,7200,Census Tract 72,1003,Block 1003
XL19012109,40.8114,-73.90679,10455,M,09/19/2019,10:57 AM,10 AM,35,3000,Bronx County,360050035003000,3500,Census Tract 35,3000,Block 3000
XL19013105,40.82766,-73.92604,10451,P,10/10/2019,11:45 AM,11 AM,63,1004,Bronx County,360050063001004,6300,Census Tract 63,1004,Block 1004
XL19013278,40.81713,-73.90507,10455,M,10/14/2019,01:07 PM,01 PM,79,1004,Bronx County,360050079001004,7900,Census Tract 79,1004,Block 1004
QL19008987,40.75049,-73.79308,11358,P,11/26/2019,02:38 PM,02 PM,1417,1000,Queens County,360811417001000,141700,Census Tract 1417,1000,Block 1000
QL19009072,40.75049,-73.79308,11358,P,11/30/2019,10:40 AM,10 AM,1417,1000,Queens County,360811417001000,141700,Census Tract 1417,1000,Block 1000
XL19013544,40.86897,-73.89477,10468,M,10/20/2019,10:08 AM,10 AM,403.03,3001,Bronx County,360050403033001,40303,Census Tract 403.03,3001,Block 3001
XL19014233,40.86115,-73.897,10458,M,11/03/2019,09:25 AM,09 AM,237.02,1001,Bronx County,360050237021001,23702,Census Tract 237.02,1001,Block 1001
XL19014574,40.82747,-73.92616,10451,M,11/11/2019,09:03 AM,09 AM,63,1004,Bronx County,360050063001004,6300,Census Tract 63,1004,Block 1004
XL19014737,40.88971,-73.90279,10471,M,11/14/2019,01:23 PM,01 PM,351,1000,Bronx County,360050351001000,35100,Census Tract 351,1000,Block 1000
XL19014738,40.82863,-73.91141,10456,M,11/14/2019,01:30 PM,01 PM,143,1006,Bronx County,360050143001006,14300,Census Tract 143,1006,Block 1006
XL19014924,40.87637,-73.82428,10475,M,11/18/2019,10:49 AM,10 AM,462.01,4000,Bronx County,360050462014000,46201,Census Tract 462.01,4000,Block 4000
XL19014937,40.85847,-73.8525,10469,M,11/18/2019,01:56 PM,01 PM,318,2008,Bronx County,360050318002008,31800,Census Tract 318,2008,Block 2008
XL19015393,40.83763,-73.85384,10462,M,11/26/2019,10:08 AM,10 AM,222,1003,Bronx County,360050222001003,22200,Census Tract 222,1003,Block 1003
XL19015764,40.85045,-73.7844,10464,M,12/05/2019,11:04 AM,11 AM,516,1016,Bronx County,360050516001016,51600,Census Tract 516,1016,Block 1016
XL19015808,40.85629,-73.89372,10458,P,12/06/2019,11:07 AM,11 AM,385,2001,Bronx County,360050385002001,38500,Census Tract 385,2001,Block 2001
XL19015830,40.87243,-73.89894,10468,M,12/06/2019,02:31 PM,02 PM,267.02,1001,Bronx County,360050267021001,26702,Census Tract 267.02,1001,Block 1001
XL19015874,40.82285,-73.87933,10473,P,12/07/2019,12:24 PM,12 PM,28,1010,Bronx County,360050028001010,2800,Census Tract 28,1010,Block 1010
XL19015893,40.88796,-73.90938,10463,P,12/07/2019,11:02 PM,11 PM,297,1005,Bronx County,360050297001005,29700,Census Tract 297,1005,Block 1005
ML19007215,40.74306,-73.9842,10016,P,05/09/2019,08:43 AM,08 AM,68,1000,New York County,360610068001000,6800,Census Tract 68,1000,Block 1000
ML19018780,40.73065,-73.98306,10009,P,11/27/2019,10:06 AM,10 AM,34,4001,New York County,360610034004001,3400,Census Tract 34,4001,Block 4001
ML19019323,40.72398,-73.98605,10009,M,12/08/2019,09:32 AM,09 AM,32,4000,New York County,360610032004000,3200,Census Tract 32,4000,Block 4000
ML19019325,40.71639,-73.9948,10002,P,12/08/2019,10:05 AM,10 AM,16,1002,New York County,360610016001002,1600,Census Tract 16,1002,Block 1002
ML19019328,40.72216,-74.01168,10013,M,12/08/2019,12:21 PM,12 PM,39,1017,New York County,360610039001017,3900,Census Tract 39,1017,Block 1017
ML19019360,40.71669,-73.9863,10002,P,12/09/2019,12:26 AM,12 AM,14.02,2006,New York County,360610014022006,1402,Census Tract 14.02,2006,Block 2006
ML19019364,40.72256,-74.00142,10013,P,12/09/2019,08:52 AM,08 AM,47,2010,New York County,360610047002010,4700,Census Tract 47,2010,Block 2010
ML19019382,40.7781,-73.94555,10128,M,12/09/2019,02:57 PM,02 PM,152,5000,New York County,360610152005000,15200,Census Tract 152,5000,Block 5000
ML19019440,40.74263,-74.00043,10011,P,12/10/2019,03:58 PM,03 PM,89,2001,New York County,360610089002001,8900,Census Tract 89,2001,Block 2001
QL19009326,40.73931,-73.78566,11365,M,12/08/2019,10:32 AM,10 AM,1347,1002,Queens County,360811347001002,134700,Census Tract 1347,1002,Block 1002
QL19009332,40.73488,-73.74941,11427,P,12/08/2019,07:55 PM,07 PM,1291.02,4004,Queens County,360811291024004,129102,Census Tract 1291.02,4004,Block 4004
QL19009334,40.74209,-73.77583,11365,M,12/08/2019,08:50 PM,08 PM,1347,2001,Queens County,360811347002001,134700,Census Tract 1347,2001,Block 2001
QL19009338,40.73057,-73.72517,11426,P,12/09/2019,08:37 AM,08 AM,1621,1001,Queens County,360811621001001,162100,Census Tract 1621,1001,Block 1001
WL19014689,40.98181,-73.70115,10580,M,12/08/2019,10:17 AM,10 AM,77,3006,Westchester County,361190077003006,7700,Census Tract 77,3006,Block 3006
WL19014762,41.26099,-73.77553,10598,M,12/10/2019,01:13 PM,01 PM,148.09,4043,Westchester County,361190148094043,14809,Census Tract 148.09,4043,Block 4043
XL19015908,40.84474,-73.90759,10457,M,12/08/2019,10:11 AM,10 AM,229.02,1000,Bronx County,360050229021000,22902,Census Tract 229.02,1000,Block 1000
XL19015986,40.83082,-73.8172,10465,P,12/10/2019,09:01 AM,09 AM,160,1009,Bronx County,360050160001009,16000,Census Tract 160,1009,Block 1009
XL19015991,40.8192,-73.89576,10459,M,12/10/2019,10:07 AM,10 AM,87,2002,Bronx County,360050087002002,8700,Census Tract 87,2002,Block 2002
XL19016000,40.80867,-73.85194,10473,M,12/10/2019,12:05 PM,12 PM,4,3002,Bronx County,360050004003002,400,Census Tract 4,3002,Block 3002
ML19018545,40.85471,-73.92798,10040,P,11/23/2019,01:45 PM,01 PM,277,3001,New York County,360610277003001,27700,Census Tract 277,3001,Block 3001
ML19019473,40.7435,-74.00185,10011,M,12/11/2019,11:54 AM,11 AM,89,2001,New York County,360610089002001,8900,Census Tract 89,2001,Block 2001
ML19019474,40.74613,-73.99788,10001,M,12/11/2019,11:55 AM,11 AM,93,1002,New York County,360610093001002,9300,Census Tract 93,1002,Block 1002
ML19019504,40.78855,-73.94898,10029,M,12/11/2019,08:26 PM,08 PM,166,6000,New York County,360610166006000,16600,Census Tract 166,6000,Block 6000
QL19009422,40.74645,-73.82433,11355,P,12/11/2019,11:22 AM,11 AM,799,1005,Queens County,360810799001005,79900,Census Tract 799,1005,Block 1005
WL19014785,40.97056,-73.78154,10804,M,12/11/2019,09:49 AM,09 AM,68.01,3011,Westchester County,361190068013011,6801,Census Tract 68.01,3011,Block 3011
WL19014798,41.22299,-73.71501,10507,M,12/11/2019,12:00 PM,12 PM,128.02,1027,Westchester County,361190128021027,12802,Census Tract 128.02,1027,Block 1027
WL19014811,40.94234,-73.75574,10538,M,12/11/2019,04:20 PM,04 PM,69,3036,Westchester County,361190069003036,6900,Census Tract 69,3036,Block 3036
ML19019523,40.73712,-74.00575,10014,P,12/12/2019,09:56 AM,09 AM,77,3007,New York County,360610077003007,7700,Census Tract 77,3007,Block 3007
ML19019532,40.7238,-73.98564,10009,M,12/12/2019,11:32 AM,11 AM,32,4000,New York County,360610032004000,3200,Census Tract 32,4000,Block 4000
ML19019555,40.75341,-73.99632,10001,M,12/12/2019,10:33 PM,10 PM,111,2005,New York County,360610111002005,11100,Census Tract 111,2005,Block 2005
QL19009497,40.78775,-73.78822,11360,P,12/12/2019,09:14 PM,09 PM,997.05,1018,Queens County,360810997051018,99705,Census Tract 997.05,1018,Block 1018
WL19014826,41.06227,-73.8088,10523,M,12/12/2019,09:05 AM,09 AM,110,1016,Westchester County,361190110001016,11000,Census Tract 110,1016,Block 1016
WL19014837,41.15879,-73.77559,10514,M,12/12/2019,12:03 PM,12 PM,131.04,4017,Westchester County,361190131044017,13104,Census Tract 131.04,4017,Block 4017
WL19014844,41.18579,-73.73719,10549,M,12/12/2019,01:48 PM,01 PM,131.02,4001,Westchester County,361190131024001,13102,Census Tract 131.02,4001,Block 4001
WL19014851,40.91237,-73.84387,10550,P,12/12/2019,05:01 PM,05 PM,36,2008,Westchester County,361190036002008,3600,Census Tract 36,2008,Block 2008
WL19014853,40.99958,-73.7466,10605,M,12/12/2019,05:19 PM,05 PM,97.03,3020,Westchester County,361190097033020,9703,Census Tract 97.03,3020,Block 3020
WL19014862,41.00974,-73.81111,10583,M,12/12/2019,08:43 PM,08 PM,108.01,2018,Westchester County,361190108012018,10801,Census Tract 108.01,2018,Block 2018
WL19014863,40.94951,-73.71333,10580,M,12/12/2019,09:53 PM,09 PM,75,3026,Westchester County,361190075003026,7500,Census Tract 75,3026,Block 3026
ML19019584,40.75009,-73.99499,10001,P,12/13/2019,01:18 PM,01 PM,101,1005,New York County,360610101001005,10100,Census Tract 101,1005,Block 1005
QL19009529,40.76987,-73.77506,11361,M,12/13/2019,05:14 PM,05 PM,1097,2001,Queens County,360811097002001,109700,Census Tract 1097,2001,Block 2001
QL19009535,40.75014,-73.80746,11358,M,12/13/2019,09:44 PM,09 PM,1207,2004,Queens County,360811207002004,120700,Census Tract 1207,2004,Block 2004
WL19014871,40.95448,-73.8207,10707,M,12/13/2019,07:46 AM,07 AM,48,5008,Westchester County,361190048005008,4800,Census Tract 48,5008,Block 5008
WL19014873,40.99955,-73.76225,10605,P,12/13/2019,08:25 AM,08 AM,97.01,1011,Westchester County,361190097011011,9701,Census Tract 97.01,1011,Block 1011
WL19014876,41.0644,-73.76751,10603,P,12/13/2019,09:02 AM,09 AM,123.01,1025,Westchester County,361190123011025,12301,Census Tract 123.01,1025,Block 1025
WL19014880,40.96353,-73.77774,10804,M,12/13/2019,09:28 AM,09 AM,68.02,2015,Westchester County,361190068022015,6802,Census Tract 68.02,2015,Block 2015
WL19014883,41.13585,-73.79028,10570,M,12/13/2019,09:53 AM,09 AM,122,6007,Westchester County,361190122006007,12200,Census Tract 122,6007,Block 6007
WL19014884,40.96546,-73.86791,10710,M,12/13/2019,10:23 AM,10 AM,19,1008,Westchester County,361190019001008,1900,Census Tract 19,1008,Block 1008
WL19014891,41.0609,-73.86277,10591,M,12/13/2019,11:12 AM,11 AM,114,1005,Westchester County,361190114001005,11400,Census Tract 114,1005,Block 1005
